DATE, COMPANY, CHANGE
05DEC2024, Olympia Mills, 0.670
05DEC2024, Orient Rental, 0.190
05DEC2024, Otsuka Pak, -5.090
05DEC2024, 1 Year GIS, 0.050
05DEC2024, 1 Year GIS, 0.050
05DEC2024, 1 Year GIS, 0.050
05DEC2024, 1 Year GIS, 0.050
05DEC2024, 1 Year GIS, 0.050
05DEC2024, 1 Year GIS, 0.050
05DEC2024, 1 Year GIS, 0.050
05DEC2024, 3 Year Fixed Rate, 0.000
05DEC2024, P05GIS091225, -100.000
05DEC2024, P05GIS290725, -100.000
05DEC2024, P05GIS300425, -100.000
05DEC2024, Pakistan Alumin, 9.650
05DEC2024, Pakistan Alumin, 9.800
05DEC2024, Pakistan Alumin, 10.030
05DEC2024, Pakistan Alumin, 9.890
05DEC2024, Pace (Pak) Ltd., 0.340
05DEC2024, Pace (Pak) Ltd., 0.320
05DEC2024, Pace (Pak) Ltd., 0.350
05DEC2024, Pace (Pak) Ltd., 0.350
05DEC2024, Pak Elektron, 0.140
05DEC2024, Pak Elektron, 0.090
05DEC2024, Pak Elektron, 0.130
05DEC2024, Pak Elektron, 0.130
05DEC2024, Pak Datacom, 0.910
05DEC2024, Pak Leather, 1.850
05DEC2024, Pak Oxygen Ltd., -4.730
05DEC2024, Pak Reinsurance, 0.320
05DEC2024, Pak Reinsurance, 0.250
05DEC2024, Pak Reinsurance, 0.330
05DEC2024, Pak Reinsurance, -0.450
05DEC2024, Pak Tobacco, 39.130
05DEC2024, Pervez Ahmed Co, 0.070
05DEC2024, Paramount Sp, 0.100
05DEC2024, Pakistan Cables-, 10.010
05DEC2024, Pak Engineering, 0.000
05DEC2024, Pak Gulf Leasing, 0.120
05DEC2024, Pak Hotels, 4.310
05DEC2024, PIA Holding Company, 0.300
05DEC2024, PIA Holding Company, 0.260
05DEC2024, PIA Holding Company, 0.310
05DEC2024, PIA Holding Company, 0.300
05DEC2024, PIA Holding CompanyB, -6.640
05DEC2024, Pak Int.Bulk, -0.420
05DEC2024, Pak Int.Bulk, -0.420
05DEC2024, Pak Int.Bulk, -0.440
05DEC2024, Pak Int.Bulk, -0.440
05DEC2024, Pak.Int.Container, 1.260
05DEC2024, PICIC Ins.Ltd., -0.130
05DEC2024, Popular Islamic, -0.890
05DEC2024, Premier Ins., 0.220
05DEC2024, Pioneer Cement, 5.810
05DEC2024, Pioneer Cement, 7.440
05DEC2024, Pioneer Cement, 5.950
05DEC2024, Pioneer Cement, 5.860
05DEC2024, Pak Gen.Ins., -1.060
05DEC2024, Pakgen Power, 2.970
05DEC2024, Packages Ltd., 27.470
05DEC2024, Prud Mod.1st, 0.190
05DEC2024, Philip Morris Pak., -9.650
05DEC2024, Premier Suger, 41.210
05DEC2024, P.N.S.C, 34.640
05DEC2024, Pak Oilfields, 3.280
05DEC2024, Pak Oilfields, 3.000
05DEC2024, Pak Oilfields, 3.110
05DEC2024, Pak Oilfields, 3.060
05DEC2024, Punjab Oil, 7.170
05DEC2024, Power Cement, -0.470
05DEC2024, Power Cement, -0.470
05DEC2024, Power Cement, -0.490
05DEC2024, Power Cement, -0.490
05DEC2024, Power Cem(Pref), 0.000
05DEC2024, Pak Petroleum, 8.120
05DEC2024, Pak Petroleum, 8.130
05DEC2024, Pak Petroleum, 8.390
05DEC2024, Pak Petroleum, 8.280
05DEC2024, Pak Paper Prod, -0.610
05DEC2024, Pak.P.V.C., 0.490
05DEC2024, At-Tahur Ltd., 2.740
05DEC2024, Premium Tex., 19.780
05DEC2024, Pak Refinery, 3.080
05DEC2024, Pak Refinery, 3.090
05DEC2024, Pak Refinery, 3.200
05DEC2024, Pak Refinery, 3.160
05DEC2024, Prosperity Weaving, 0.000
05DEC2024, Pak Services, 17.960
05DEC2024, P.S.O., 1.840
05DEC2024, P.S.O., 1.450
05DEC2024, P.S.O., 1.760
05DEC2024, P.S.O., 1.740
05DEC2024, Pak Stock Exchange, 0.100
05DEC2024, Pak Synthetics, 0.090
05DEC2024, P.T.C.L., 0.260
05DEC2024, P.T.C.L., 0.120
05DEC2024, P.T.C.L., 0.260
05DEC2024, P.T.C.L., 0.260
05DEC2024, Panther Tyres Ltd., 1.940
05DEC2024, Quetta Textile, -1.020
05DEC2024, Quice Food, -0.080
05DEC2024, Reliance Cotton, 0.100
05DEC2024, Redco Textile, 0.260
05DEC2024, Reliance Weaving, 0.000
05DEC2024, Reliance Ins., 0.000
05DEC2024, Rafhan Maize, 78.450
05DEC2024, Roshan Packages, 0.120
05DEC2024, Ruby Textile, 0.410
05DEC2024, Rupali Polyester, 0.900
05DEC2024, Saif Textile, 0.290
05DEC2024, Sanghar Sugar, 0.000
05DEC2024, Sapphire Tex., -4.970
05DEC2024, Sardar Chemical, 0.720
05DEC2024, Sindh Abadgar, 0.000
05DEC2024, Sazgar Engineering, 15.640
05DEC2024, Sazgar Engineering, 12.000
05DEC2024, Sazgar Engineering, 15.800
05DEC2024, Sazgar Engineering, 15.570
05DEC2024, Samba Bank, 0.100
05DEC2024, St.Chart.Bank, 1.830
05DEC2024, Shield Corp., 5.710
05DEC2024, The Searle Company, 2.370
05DEC2024, The Searle Company, 2.180
05DEC2024, The Searle Company, 2.420
05DEC2024, The Searle Company, 2.390
05DEC2024, Sitara Energy, 0.120
05DEC2024, Security Paper, 2.340
05DEC2024, Service Ind Tex, 0.770
05DEC2024, Sapphire Fiber, 101.640
05DEC2024, Service Global, 2.190
05DEC2024, S.G.Power, 0.690
05DEC2024, Shadab Textile, 0.280
05DEC2024, Shell Pakistan, 2.420
05DEC2024, Shell Pakistan, 2.480
05DEC2024, Shell Pakistan, 2.440
05DEC2024, Shell Pakistan, 2.410
05DEC2024, Shezan Inter., 3.520
05DEC2024, Shifa Int.Hospital, 8.380
05DEC2024, Shahtaj Sugar, 0.830
05DEC2024, Shaheen Ins., -0.060
05DEC2024, Shahmurad Sugar, 30.990
05DEC2024, Sec. Inv. Bank, 0.100
05DEC2024, Siemens Pak., 2.350
05DEC2024, Silk Bank Ltd, 0.030
05DEC2024, Silk Bank Ltd, 0.040
05DEC2024, Silk Bank Ltd, 0.030
05DEC2024, Silk Bank Ltd, 0.030
05DEC2024, Sindh Modaraba, -0.040
05DEC2024, Sitara Chemical, 29.400
05DEC2024, Sakrand Sugar, 0.300
05DEC2024, Secure Logistics Gro, 0.010
05DEC2024, Sally Textile, 0.020
05DEC2024, Safe Mix Con.Ltd, 0.320
05DEC2024, Shakarganj Limited, -0.750
05DEC2024, Sana Ind., 1.570
05DEC2024, Soneri Bank Ltd, 1.520
05DEC2024, Soneri Bank Ltd, 1.600
05DEC2024, Soneri Bank Ltd, 1.580
05DEC2024, Soneri Bank Ltd, 1.560
05DEC2024, Sui North Gas, 3.040
05DEC2024, Sui North Gas, 2.600
05DEC2024, Sui North Gas, 3.130
05DEC2024, Sui North Gas, 3.080
05DEC2024, Synthetic Products, -0.190
05DEC2024, Sitara Peroxide, -0.330
05DEC2024, Saif Power Ltd, 0.510
05DEC2024, Service Ind.Ltd, 5.020
05DEC2024, Sui South Gas, 3.260
05DEC2024, Sui South Gas, 3.300
05DEC2024, Sui South Gas, 3.380
05DEC2024, Sui South Gas, 3.300
05DEC2024, Saritow Spinning, -0.260
05DEC2024, S.S.Oil, 1.670
05DEC2024, Shabbir Tiles, 0.640
05DEC2024, Shahtaj Textile, -3.110
05DEC2024, Siddiqsons Tin, -0.710
05DEC2024, Stylers Int.Ltd., 0.730
05DEC2024, Suraj Cotton Mills, -2.520
05DEC2024, Sunrays Textile, 2.980
05DEC2024, Symmetry Group Ltd, -0.110
05DEC2024, Symmetry Group Ltd, -0.070
05DEC2024, Symmetry Group Ltd, -0.130
05DEC2024, Symmetry Group Ltd, -0.120
05DEC2024, Systems Limited, 18.170
05DEC2024, Systems Limited, 20.160
05DEC2024, Systems Limited, 18.680
05DEC2024, Systems Limited, 18.420
05DEC2024, Tata Textile, 3.750
05DEC2024, Treet Battery Ltd., -0.180
05DEC2024, Tariq Corp Ltd., -0.190
05DEC2024, Telecard Limited, 0.060
05DEC2024, Telecard Limited, 0.060
05DEC2024, Telecard Limited, 0.060
05DEC2024, Telecard Limited, 0.060
05DEC2024, Tariq Glass Ind., -0.460
05DEC2024, Tariq Glass Ind., -0.690
05DEC2024, Tariq Glass Ind., -0.550
05DEC2024, Tariq Glass Ind., -0.550
05DEC2024, Thal Limited, 20.420
05DEC2024, Thatta Cement, 18.600
05DEC2024, Thal Ind.Corp., -10.410
05DEC2024, The Organic Meat, 0.190
05DEC2024, The Organic Meat, 0.360
05DEC2024, The Organic Meat, 0.180
05DEC2024, The Organic Meat, 0.180
05DEC2024, Towellers Limited, 7.860
05DEC2024, TPL Corp Ltd, -0.280
05DEC2024, TPL Insurance, -0.030
05DEC2024, TPL Properties, 0.020
05DEC2024, TPL Properties, 0.020
05DEC2024, TPL Properties, 0.020
05DEC2024, TPL Properties, 0.010
05DEC2024, TPL REIT Fund I, 0.290
05DEC2024, TPL Trakker Ltd, 0.010
05DEC2024, Treet Corp, 0.520
05DEC2024, Treet Corp, 0.450
05DEC2024, Treet Corp, 0.530
05DEC2024, Treet Corp, 0.530
05DEC2024, TRG Pak Ltd, -2.180
05DEC2024, TRG Pak Ltd, -2.450
05DEC2024, TRG Pak Ltd, -2.310
05DEC2024, TRG Pak Ltd, -2.280
05DEC2024, Tri-Pack Films, 3.450
05DEC2024, Trust Modaraba, -0.150
05DEC2024, Trust Brokerage, 0.000
05DEC2024, Tri-Star Mutual, 0.150
05DEC2024, Tri-Star Power, 0.590
05DEC2024, United Brands, -0.030
05DEC2024, United Bank, 13.610
05DEC2024, United Bank, 11.320
05DEC2024, United Bank, 14.030
05DEC2024, United Bank, 10.000
05DEC2024, UBLPakistanETF, 0.820
05DEC2024, UBLPakistanETF, 0.820
05DEC2024, UBLPakistanETF, 0.840
05DEC2024, UBLPakistanETF, 0.840
05DEC2024, Unicap Modaraba, -0.030
05DEC2024, UDL Int.Ltd., -0.040
05DEC2024, United Distributors, -0.630
05DEC2024, United Insurance, 0.220
05DEC2024, Unity Foods Ltd, 2.880
05DEC2024, Unity Foods Ltd, 2.660
05DEC2024, Unity Foods Ltd, 2.990
05DEC2024, Unity Foods Ltd, 2.950
05DEC2024, Unilever Foods, 481.080
05DEC2024, Universal Ins., -0.240
05DEC2024, Wah-Noble, 5.400
05DEC2024, Waves Corp Ltd., -0.210
05DEC2024, Waves Home App, -0.030
05DEC2024, Waves Corp Ltd., -0.200
05DEC2024, Waves Corp Ltd., -0.230
05DEC2024, Waves Corp Ltd., -0.220
05DEC2024, WorldCall Telecom, -0.020
05DEC2024, WorldCall Telecom, -0.040
05DEC2024, WorldCall Telecom, -0.020
05DEC2024, WorldCall Telecom, -0.020
05DEC2024, Yousuf Weaving, -0.010
05DEC2024, Yousuf Weaving, 0.010
05DEC2024, Yousuf Weaving, -0.010
05DEC2024, Yousuf Weaving, -0.020
05DEC2024, ZahidJee Tex., 0.000
05DEC2024, ZIL Limited, 2.350
05DEC2024, Zephyr Textile, 0.110


20241206


06DEC2024, 786 Invest Ltd, 0.190
06DEC2024, Al-Abbas Sugar, 23.670
06DEC2024, Ali Asghar Textile, -0.620
06DEC2024, Allied Bank Ltd, 0.050
06DEC2024, Abbott Lab., 3.040
06DEC2024, Alfalah Consumer, 0.350
06DEC2024, Attock Cement, -5.670
06DEC2024, Adam Sugar, -3.640
06DEC2024, Artistic Denim, 1.760
06DEC2024, Agha Steel Ind., -0.090
06DEC2024, Agha Steel Ind., -0.100
06DEC2024, Agha Steel Ind., -0.110
06DEC2024, Agha Steel Ind., -0.110
06DEC2024, Ask.Gen.Insur., 0.610
06DEC2024, Agriautos Ind., -1.070
06DEC2024, Agritech Limited, -0.720
06DEC2024, Agritech Limited, 0.410
06DEC2024, Agritech Limited, -0.810
06DEC2024, Agritech Limited, -0.800
06DEC2024, AGP Limited, 5.920
06DEC2024, Abdullah Shah, -0.240
06DEC2024, AL-Ghazi Tractors, 3.380
06DEC2024, Arif Habib Corp, -1.650
06DEC2024, Arif Habib Ltd.XD, -0.560
06DEC2024, Adamjee Ins., 4.460
06DEC2024, Adamjee Ins., 4.070
06DEC2024, Adamjee Ins., 4.580
06DEC2024, Adamjee Ins., 4.510
06DEC2024, Air Link Commun, 17.660
06DEC2024, Air Link Commun, 17.810
06DEC2024, Air Link Commun, 18.130
06DEC2024, Air Link Commun, 17.880
06DEC2024, Askari Bank, 0.330
06DEC2024, Askari Bank, 0.480
06DEC2024, Askari Bank, 0.280
06DEC2024, Askari Bank, 0.280
06DEC2024, AKD Hospitality, 5.430
06DEC2024, AKD Securites, 0.860
06DEC2024, AL-Khair Gadoon, 0.000
06DEC2024, Askari Life Ass, -0.070
06DEC2024, Adamjee Life Assuran, 1.200
06DEC2024, AL-Noor Sugar, 3.430
06DEC2024, Altern Energy, 0.460
06DEC2024, Apna Microfin., 0.000
06DEC2024, Amtex Limited, 0.060
06DEC2024, Azgard Nine, 0.070
06DEC2024, AN Textile Mill, 0.000
06DEC2024, Attock Petroleum, -9.970
06DEC2024, Arctic Textile, -0.120
06DEC2024, Arpak Int., 0.000
06DEC2024, Archroma Pak, -0.030
06DEC2024, Aruj Industries, 0.560
06DEC2024, Al-Shaheer Corp, -0.270
06DEC2024, Al-Shaheer Corp, -0.370
06DEC2024, Al-Shaheer Corp, -0.290
06DEC2024, Ashfaq Textile, -0.460
06DEC2024, Asia Insurance, 0.000
06DEC2024, Aisha Steel Mill, -0.110
06DEC2024, Aisha Steel Mill, -0.080
06DEC2024, Aisha Steel Mill, -0.130
06DEC2024, Aisha Steel Mill, -0.130
06DEC2024, Aisha StelCoP/S, 0.000
06DEC2024, Amreli Steels, 0.090
06DEC2024, Asim Textile, -0.080
06DEC2024, Atlas Battery, 1.530
06DEC2024, Atlas Ins. Ltd, -0.920
06DEC2024, Atlas Honda Ltd, -7.440
06DEC2024, Attock Refinery, -10.900
06DEC2024, Attock Refinery, -7.590
06DEC2024, Attock Refinery, -12.220
06DEC2024, Attock Refinery, -12.060
06DEC2024, Avanceon Ltd, 0.090
06DEC2024, Avanceon Ltd, 0.170
06DEC2024, Avanceon Ltd, 0.010
06DEC2024, Bank Al-Falah, -0.990
06DEC2024, Bank Al-Falah, -0.480
06DEC2024, Bank Al-Falah, -1.160
06DEC2024, Bank Al-Falah, -1.150
06DEC2024, Bank AL-Habib, 0.490
06DEC2024, Bank AL-Habib, 0.600
06DEC2024, Bank AL-Habib, 0.300
06DEC2024, Bank AL-Habib, 0.290
06DEC2024, Bawany Air Pro(DEF.), -0.110
06DEC2024, Bata (Pak) Ltd., -10.000
06DEC2024, Big Bird Foods Ltd., -0.470
06DEC2024, Bolan Casting, -3.130
06DEC2024, Beco Steel Ltd, 1.000
06DEC2024, Bela Automotive, 18.210
06DEC2024, Berger Paints, -3.840
06DEC2024, BF Biosciences, -8.650
06DEC2024, B.F.Modaraba, 0.000
06DEC2024, Bal.Glass, 0.380
06DEC2024, Biafo Industries, -8.440
06DEC2024, Bilal Fibres, 0.190
06DEC2024, Bankislami Pak, -0.160
06DEC2024, Bankislami Pak, -0.230
06DEC2024, Bankislami Pak, -0.200
06DEC2024, Bankislami Pak, -0.210
06DEC2024, BankIslami Sukuk 2, 0.000
06DEC2024, BKTI, 416.000
06DEC2024, BKTI, 428.000
06DEC2024, BKTI, 423.000
06DEC2024, Bank Makramah, 0.010
06DEC2024, Bunnys Limited, 0.290
06DEC2024, Bannu Woollen, 0.060
06DEC2024, Bank Of Khyber, 0.020
06DEC2024, B.O.Punjab, 0.750
06DEC2024, B.O.Punjab, 0.710
06DEC2024, B.O.Punjab, 0.770
06DEC2024, B.O.Punjab, 0.800
06DEC2024, Burshane LPG, 0.810
06DEC2024, B.R.R Guardia Ltd, 0.310
06DEC2024, Blessed Tex., 26.570
06DEC2024, Buxly Paints, -2.140
06DEC2024, Bestway Cement, -13.690
06DEC2024, Bal.Wheels, -0.830
06DEC2024, Calcorp Limited, 2.300
06DEC2024, Crescent Cotton, 0.000
06DEC2024, Century Ins., 0.590
06DEC2024, Century Paper, -0.970
06DEC2024, Century Paper, -1.040
06DEC2024, Century Paper, -1.070
06DEC2024, Century Paper, -1.060
06DEC2024, Chashma Sugar, -1.910
06DEC2024, Chenab Limited, -0.210
06DEC2024, Cherat Cement, -13.330
06DEC2024, Cherat Cement, -12.000
06DEC2024, Cherat Cement, -14.380
06DEC2024, Cherat Cement, -14.180
06DEC2024, Chenab Ltd.(Pre, 0.050
06DEC2024, Clover Pakistan, 5.010
06DEC2024, Cordoba Logist, 1.290
06DEC2024, Cnergyico PK, 0.000
06DEC2024, Cnergyico PK, 0.040
06DEC2024, Cnergyico PK, -0.010
06DEC2024, Cnergyico PK, -0.010
06DEC2024, Colgate Palm, -0.970
06DEC2024, Citi Pharma Ltd, 1.140
06DEC2024, Citi Pharma Ltd, 1.170
06DEC2024, Citi Pharma Ltd, 1.110
06DEC2024, Citi Pharma Ltd, 1.090
06DEC2024, Cherat Packg, -4.540
06DEC2024, Crescent Tex., 0.260
06DEC2024, Crescent Steel, 3.260
06DEC2024, Cres.Star Ins., -0.020
06DEC2024, Colony Tex.Mills Ltd, 0.020
06DEC2024, Chakwal Spinning, 0.130
06DEC2024, Cyan Limited, 0.490
06DEC2024, Data Agro, -3.900
06DEC2024, Dadex Eternit, -0.810
06DEC2024, Dawood Hercules, 13.520
06DEC2024, Dadabhoy Cement, -0.010
06DEC2024, Dewan Cement, 0.260
06DEC2024, Dewan Cement, 0.240
06DEC2024, Dewan Cement, 0.250
06DEC2024, Dewan Cement, 0.260
06DEC2024, Dolmen City, 0.790
06DEC2024, Dolmen City, 0.770
06DEC2024, Dolmen City, 0.790
06DEC2024, Dolmen City, 0.770
06DEC2024, Dawood Equities, -0.260
06DEC2024, Dewan Motors, 0.390
06DEC2024, Dewan Motors, 0.450
06DEC2024, Dewan Motors, 0.340
06DEC2024, Dewan Motors, 0.340
06DEC2024, Dewan Farooque Sp., -0.180
06DEC2024, D.G.K.Cement, -1.560
06DEC2024, D.G.K.Cement, -1.860
06DEC2024, D.G.K.Cement, -1.780
06DEC2024, D.G.K.Cement, -1.750
06DEC2024, Diamond Ind., 0.000
06DEC2024, Din Textile, -4.000
06DEC2024, Dawood Law, 18.610
06DEC2024, Dandot Cement, -0.080
06DEC2024, Descon Oxychem, -0.490
06DEC2024, D.S. Ind. Ltd., -0.280
06DEC2024, Dost Steels Ltd., -0.100
06DEC2024, Dewan Auto Engg, -0.500
06DEC2024, Dewan Sugar, 0.010
06DEC2024, Dewan Textile, 0.030
06DEC2024, Dynea Pakistan, -5.100
06DEC2024, ECOPACK Ltd, 0.800
06DEC2024, Engro Fertertilizers, -1.330
06DEC2024, Engro Fertertilizers, -3.000
06DEC2024, Engro Fertertilizers, -1.710
06DEC2024, Engro Fertertilizers, -1.700
06DEC2024, EFU General, -1.840
06DEC2024, EFU Life Assurance, 0.030
06DEC2024, EMCO Industries, -1.500
06DEC2024, Engro Corporation, 34.240
06DEC2024, Engro Corporation, 33.070
06DEC2024, Engro Corporation, 35.110
06DEC2024, Engro Corporation, 34.610
06DEC2024, Engro Polymer, -0.680
06DEC2024, Engro Polymer, -0.900
06DEC2024, Engro Polymer, -0.770
06DEC2024, Engro Polymer, -0.770
06DEC2024, Engro Poly (Pref), 0.000
06DEC2024, Engro Powergen, -0.330
06DEC2024, Escorts Bank, -0.020
06DEC2024, East West Insurance, 0.000
06DEC2024, East West Ins.(R), 0.000
06DEC2024, Exide (PAK), -0.530
06DEC2024, Faysal Bank, 0.300
06DEC2024, Faysal Bank, 0.320
06DEC2024, Faysal Bank, 0.230
06DEC2024, Faysal Bank, 0.240
06DEC2024, AL-Noor Mod, -0.150
06DEC2024, Faisal Spinning, 25.860
06DEC2024, Fatima Fert, -0.520
06DEC2024, Fatima Fert, 0.230
06DEC2024, Fatima Fert, -0.660
06DEC2024, Fatima Fert, -0.650
06DEC2024, Fauji Cement, -1.240
06DEC2024, Fauji Cement, -1.120
06DEC2024, Fauji Cement, -1.350
06DEC2024, Fauji Cement, -1.330
06DEC2024, First Cap.Equit, 1.000
06DEC2024, Frieslandcampina, 2.310
06DEC2024, Frieslandcampina, 2.200
06DEC2024, Frieslandcampina, 2.280
06DEC2024, Frieslandcampina, 2.240
06DEC2024, F.Credit & Inv, 0.420
06DEC2024, Fast Cables Ltd., 0.920
06DEC2024, Ist.Capital Sec, -0.050
06DEC2024, First Dawood Prop, -0.020
06DEC2024, Elite Cap.Mod, 0.700
06DEC2024, Fecto Cement, 0.470
06DEC2024, Equity Modaraba, 0.200
06DEC2024, Ferozsons (Lab), -3.250
06DEC2024, Ferozsons (Lab), -3.880
06DEC2024, Ferozsons (Lab), -3.980
06DEC2024, Ferozsons (Lab), -3.930
06DEC2024, Fauji Fert Bin, -0.430
06DEC2024, Fauji Fert Bin, -0.570
06DEC2024, Fauji Fert Bin, -0.580
06DEC2024, Fauji Fert Bin, -0.570
06DEC2024, Fauji Fert, -2.040
06DEC2024, Fauji Fert, -1.580
06DEC2024, Fauji Fert, -2.670
06DEC2024, Fauji Fert, -2.640
06DEC2024, Fauji Foods Ltd, -0.360
06DEC2024, Fauji Foods Ltd, -0.420
06DEC2024, Fauji Foods Ltd, -0.390
06DEC2024, Fauji Foods Ltd, 0.500
06DEC2024, 1st.Fid.Leasing, 0.020
06DEC2024, Habib Modaraba, 0.700
06DEC2024, I.B.L.Modarab, 0.390
06DEC2024, Fateh Industries, 0.000
06DEC2024, Imrooz Modaraba, 0.000
06DEC2024, Flying Cement, -0.190
06DEC2024, Flying Cement, -0.290
06DEC2024, Flying Cement, -0.250
06DEC2024, Flying Cement, -0.250
06DEC2024, Feroze 1888, 2.810
06DEC2024, F. Nat.Equities, -0.040
06DEC2024, Punjab Mod, -0.130
06DEC2024, Paramount Mod, -0.040
06DEC2024, Frontier Ceram, 0.000
06DEC2024, Faran Sugar Mills, -0.840
06DEC2024, Faran Sugar(R), -1.000
06DEC2024, Fateh Sports, -10.080
06DEC2024, F.Treet Manuf, -0.250
06DEC2024, Tri-Star 1st Mod., 1.470
06DEC2024, Fazal Cloth, 10.630
06DEC2024, Gadoon Textile, -2.540
06DEC2024, Ghandhara Automobile, 3.420
06DEC2024, Ghandhara Automobile, 3.960
06DEC2024, Ghandhara Automobile, 3.130
06DEC2024, Ghandhara Automobile, 3.090
06DEC2024, Gammon Pak, 2.290
06DEC2024, Gatron Ind., 0.940
06DEC2024, Gul Ahmed, -0.260
06DEC2024, Gul Ahmed, -0.230
06DEC2024, Gul Ahmed, -0.310
06DEC2024, Gul Ahmed, -0.310
06DEC2024, Ghani Chemical, 1.080
06DEC2024, Mughal Energy Ltd, 0.000
06DEC2024, Pak Agro Pack, -0.360
06DEC2024, Supernet Ltd.XB, 1.270
06DEC2024, Ghazi Fabrics, 0.960
06DEC2024, GhaniGlobalGlass, 1.000
06DEC2024, Ghani Glo Hol, 1.220
06DEC2024, Ghani Glo Hol, 1.230
06DEC2024, Ghani Glo Hol, 1.250
06DEC2024, Ghani Glo Hol, 1.240
06DEC2024, Ghani Glass Ltd, -0.820
06DEC2024, Ghani Glass Ltd, -0.500
06DEC2024, Ghani Glass Ltd, -0.910
06DEC2024, Ghani Glass Ltd, -0.890
06DEC2024, Ghandhara Ind., 12.680
06DEC2024, Ghandhara Ind., 12.430
06DEC2024, Ghandhara Ind., 12.570
06DEC2024, Ghandhara Ind., 12.380
06DEC2024, GlaxoSmithKline, -5.470
06DEC2024, Gillette Pak, 12.810
06DEC2024, GOC (Pak) Ltd., 2.660
06DEC2024, Globe Residency, 0.110
06DEC2024, Grays Leasing, -0.100
06DEC2024, Gulshan Sp., -0.290
06DEC2024, Ghandhara Tyre, 0.340
06DEC2024, Gulistan Sp., -0.860
06DEC2024, Ghani Value Glass, 1.390
06DEC2024, Gharibwal Cement, 0.140
06DEC2024, Habib Sugar, -6.130
06DEC2024, Hala Enterprise, -0.200
06DEC2024, Hafiz Limited, -0.230
06DEC2024, Haleon Pakistan, 25.440
06DEC2024, Hascol Petrol, -0.010
06DEC2024, Habib Bank, -0.360
06DEC2024, Habib Bank, -0.580
06DEC2024, Habib Bank, -0.640
06DEC2024, Habib Bank, -0.640
06DEC2024, HBL Total Treasury, 0.080
06DEC2024, Honda Atlas Cars, 5.750
06DEC2024, Hallmark Company Ltd, -0.450
06DEC2024, HBL Growth Fund, 0.060
06DEC2024, Habib Ins., 0.040
06DEC2024, HBL Invest Fund, -0.150
06DEC2024, Hinopak Motor, 24.350
06DEC2024, Highnoon (Lab), 15.090
06DEC2024, Hira Textile, -0.020
06DEC2024, Habib Metropolitan, -0.580
06DEC2024, Hoechst Pak Ltd, 0.000
06DEC2024, Habib Rice Prod, 0.000
06DEC2024, HI-Tech Lub., -0.480
06DEC2024, Hub Power Co., -2.460
06DEC2024, Hub Power Co., -2.470
06DEC2024, Hub Power Co., -2.750
06DEC2024, Hub Power Co., -2.720
06DEC2024, Hum Network, -0.570
06DEC2024, Hum Network, -0.940
06DEC2024, Hum Network, -0.620
06DEC2024, Hum Network, -0.610
06DEC2024, Haseeb Waqas Sugar, -1.170
06DEC2024, Ibrahim Fibres, 6.530
06DEC2024, IBL HealthCare, 0.560
06DEC2024, ICC Industries, -1.160
06DEC2024, Invest Bank, -0.060
06DEC2024, Ittehad Chemicals, 0.530
06DEC2024, Idrees Textile, 0.000
06DEC2024, Ideal Spinning, 0.920
06DEC2024, Indus Dyeing, 0.450
06DEC2024, IGI Holdings, -2.000
06DEC2024, IGI Life Ins, 0.290
06DEC2024, Interloop Ltd., -0.380
06DEC2024, Interloop Ltd., -0.800
06DEC2024, Interloop Ltd., -0.510
06DEC2024, Interloop Ltd., -0.510
06DEC2024, Image Pakistan, 0.190
06DEC2024, Imperial Limite, 0.530
06DEC2024, Intermarket Sec., 2.100
06DEC2024, Indus Motor Company, -4.490
06DEC2024, Int. Ind.Ltd., 9.400
06DEC2024, Int. Ind.Ltd., 8.170
06DEC2024, Int. Ind.Ltd., 9.520
06DEC2024, Int. Ind.Ltd., 9.380
06DEC2024, Int.Knitwear, -0.510
06DEC2024, Int. Packaging Films, 0.180
06DEC2024, Ismail Ind-, 19.290
06DEC2024, Inter.Steel Ltd, -3.050
06DEC2024, Inter.Steel Ltd, -2.770
06DEC2024, Inter.Steel Ltd, -3.320
06DEC2024, Inter.Steel Ltd, -3.270
06DEC2024, Ittefaq Iron Ind, 0.020
06DEC2024, J.A.Textile, -0.460
06DEC2024, Janana D Mal, -2.610
06DEC2024, J.D.W.Sugar, -8.340
06DEC2024, Jubilee Gen.Ins, -2.460
06DEC2024, J.K.Spinning, -0.720
06DEC2024, Jubile Life Ins, 3.520
06DEC2024, JS Bank Ltd, 0.350
06DEC2024, JS Bank Ltd, 0.390
06DEC2024, JS Bank Ltd, 0.350
06DEC2024, JS Bank Ltd, 0.350
06DEC2024, Jah.Sidd. Co., 0.070
06DEC2024, JS Global Banking, 0.420
06DEC2024, JS Global Banking, 0.390
06DEC2024, JS Global Banking, 0.400
06DEC2024, JS Global Banking, 0.390
06DEC2024, JS Global Cap., 0.010
06DEC2024, JS Investments, -0.710
06DEC2024, JS Momentum, 0.120
06DEC2024, JS Momentum, 0.100
06DEC2024, Jauharabad Sug, 0.420
06DEC2024, Jubilee Spinning, -0.010
06DEC2024, Javedan Corp., -1.060
06DEC2024, Kot Addu Power, 1.820
06DEC2024, Kot Addu Power, 1.840
06DEC2024, Kot Addu Power, 1.840
06DEC2024, Kot Addu Power, 1.820
06DEC2024, Karam Ceramics, 0.000
06DEC2024, K-Electric Ltd., 0.080
06DEC2024, K-Electric Ltd., 0.050
06DEC2024, K-Electric Ltd., 0.070
06DEC2024, K-Electric Ltd., 0.070
