DATE, COMPANY, CHANGE
13DEC2024, J.A.Textile, -1.160
13DEC2024, Janana D Mal, -1.590
13DEC2024, J.D.W.Sugar, 24.730
13DEC2024, Jubilee Gen.Ins, -1.690
13DEC2024, J.K.Spinning, -1.000
13DEC2024, Jubile Life Ins, -5.490
13DEC2024, JS Bank Ltd, -0.180
13DEC2024, JS Bank Ltd, -0.240
13DEC2024, JS Bank Ltd, -0.210
13DEC2024, JS Bank Ltd, -0.200
13DEC2024, Jah.Sidd. Co., 1.050
13DEC2024, JahangirSidd(Pref), 0.500
13DEC2024, JS Global Banking, -0.870
13DEC2024, JS Global Banking, -0.910
13DEC2024, JS Global Banking, -0.930
13DEC2024, JS Global Banking, -0.930
13DEC2024, JS Global Cap., -1.230
13DEC2024, JS Investments, 0.970
13DEC2024, JS Momentum, 0.120
13DEC2024, JS Momentum, 0.100
13DEC2024, Jauharabad Sug, 1.640
13DEC2024, Jubilee Spinning, -0.020
13DEC2024, Javedan Corp., 0.510
13DEC2024, Javedan Corp(Pr, 0.000
13DEC2024, Kot Addu Power, -0.510
13DEC2024, Kot Addu Power, 0.130
13DEC2024, Kot Addu Power, -0.590
13DEC2024, Kot Addu Power, -0.590
13DEC2024, Karam Ceramics, 0.000
13DEC2024, K-Electric Ltd., -0.020
13DEC2024, K-Electric Ltd., -0.020
13DEC2024, K-Electric Ltd., -0.030
13DEC2024, K-Electric Ltd., -0.030
13DEC2024, Khyber Tobacco, 4.980
13DEC2024, Khyber Textile, 41.950
13DEC2024, Kohinoor Mills, -2.600
13DEC2024, Kohat Cement, 1.750
13DEC2024, Kohinoor Energy, -0.340
13DEC2024, Kohinoor Power, -0.210
13DEC2024, Kohat Textile, 0.990
13DEC2024, Kohinoor Ind., -0.560
13DEC2024, Kohinoor Spining, -0.280
13DEC2024, Kohinoor Spining, -0.320
13DEC2024, Kohinoor Spining, -0.300
13DEC2024, Kohinoor Spining, -0.300
13DEC2024, K.S.B.Pumps, -9.750
13DEC2024, KSE30, 61.000
13DEC2024, KSE30, 64.000
13DEC2024, KSE30, 62.000
13DEC2024, Khalid Siraj, -0.180
13DEC2024, Kohinoor Textile, 9.540
13DEC2024, Lucky Core Ind., -18.770
13DEC2024, Leather Up Ltd., 0.100
13DEC2024, Land Mark Spinning, 0.610
13DEC2024, Loads Limited, -0.340
13DEC2024, Lotte Chemical, -1.030
13DEC2024, Lotte Chemical, -1.210
13DEC2024, Lotte Chemical, -1.100
13DEC2024, Lotte Chemical, -0.970
13DEC2024, Leiner Pak Gelat, 14.170
13DEC2024, Lalpir Power, -0.380
13DEC2024, Lalpir Power, -0.500
13DEC2024, Lalpir Power, -0.430
13DEC2024, Lalpir Power, -0.430
13DEC2024, LSE Capital Ltd., 0.020
13DEC2024, LSE Fin. Services, 1.380
13DEC2024, LSE Ventures Ltd, 0.070
13DEC2024, Lucky Cement, 32.330
13DEC2024, Lucky Cement, 33.000
13DEC2024, Lucky Cement, 31.680
13DEC2024, Lucky Cement, 31.210
13DEC2024, MACPAC Films, -0.380
13DEC2024, Macter Int. Ltd, -22.800
13DEC2024, Mari Petroleum, 73.270
13DEC2024, MCB Bank Ltd, -1.620
13DEC2024, MCB Bank Ltd, -14.370
13DEC2024, MCB Bank Ltd, -2.090
13DEC2024, MCB Inv MGT, 0.000
13DEC2024, MCB Bank Ltd, -2.070
13DEC2024, Media Times Ltd, -0.050
13DEC2024, Meezan Bank Ltd, -13.450
13DEC2024, Meezan Bank Ltd, -9.500
13DEC2024, Meezan Bank Ltd, -14.350
13DEC2024, Meezan Bank Ltd, -15.850
13DEC2024, Mehmood Tex., 57.370
13DEC2024, Merit Packaging, -0.230
13DEC2024, MithchellsFruit, 21.040
13DEC2024, Matco Foods Ltd, 0.020
13DEC2024, Mahaana Islamic, 0.130
13DEC2024, Mirpurkhas Sugar, 2.020
13DEC2024, Maple Leaf, -0.690
13DEC2024, Maple Leaf, -0.560
13DEC2024, Maple Leaf, -0.790
13DEC2024, Maple Leaf, -1.020
13DEC2024, Mehran Sugar, -1.810
13DEC2024, Metro Steel, -0.140
13DEC2024, Masood Textile, 0.000
13DEC2024, Millat Tractors, -8.590
13DEC2024, Millat Tractors, -13.500
13DEC2024, Millat Tractors, -9.910
13DEC2024, Millat Tractors, -9.790
13DEC2024, Mughal Iron, 5.310
13DEC2024, Mughal Iron, 5.210
13DEC2024, Mughal Iron, 5.390
13DEC2024, Mughal Iron, 5.550
13DEC2024, Murree Brewery, -1.640
13DEC2024, Mandviwala, -0.240
13DEC2024, Meezan Pakistan, -0.100
13DEC2024, Meezan Pakistan, -0.130
13DEC2024, Meezan Pakistan, -0.130
13DEC2024, Meezan Pakistan, -0.130
13DEC2024, Nagina Cotton, 0.000
13DEC2024, National Foods, -3.970
13DEC2024, National BankXD, -2.510
13DEC2024, National BankXD, -2.140
13DEC2024, National BankXD, -2.730
13DEC2024, NBP Pakistan G ETF, 0.020
13DEC2024, NBP Pakistan G ETF, -0.010
13DEC2024, NBP Pakistan G ETF, -0.020
13DEC2024, NBP Pakistan G ETF, -0.020
13DEC2024, National BankXD, -2.690
13DEC2024, Nishat (Chun.), -0.860
13DEC2024, Nazir Cotton Mills, 0.000
13DEC2024, Nishat ChunPower, -0.570
13DEC2024, Nishat ChunPower, -0.300
13DEC2024, Nishat ChunPower, -0.640
13DEC2024, Nishat ChunPower, -0.630
13DEC2024, Nestle Pakistan, 67.900
13DEC2024, Netsol Tech., -2.680
13DEC2024, Netsol Tech., -2.970
13DEC2024, Netsol Tech., -3.040
13DEC2024, Netsol Tech., -3.000
13DEC2024, Next Capital, -0.240
13DEC2024, Nimir Ind.Chemicals, 1.450
13DEC2024, NIT Pakistan, 0.410
13DEC2024, NIT Pakistan, 0.380
13DEC2024, NIT Pakistan, 0.390
13DEC2024, NIT Pakistan, 0.380
13DEC2024, Nishat Mills Ltd, -3.120
13DEC2024, Nishat Mills Ltd, -4.170
13DEC2024, Nishat Mills Ltd, -3.440
13DEC2024, Nishat Mills Ltd, -3.390
13DEC2024, Noon Sugar, -2.770
13DEC2024, Nishat Power, 0.060
13DEC2024, Nishat Power, 0.040
13DEC2024, National Refinery, -4.160
13DEC2024, National Refinery, -4.530
13DEC2024, National Refinery, -4.770
13DEC2024, National Refinery, -4.710
13DEC2024, Nimir Resins, 2.450
13DEC2024, Oilboy Energy L, 0.640
13DEC2024, Octopus Digital, -0.420
13DEC2024, Octopus Digital, -0.050
13DEC2024, Octopus Digital, -0.550
13DEC2024, Octopus Digital, -0.550
13DEC2024, Oil & Gas Dev, 9.540
13DEC2024, Oil & Gas Dev, 9.650
13DEC2024, Oil & Gas Dev, 9.580
13DEC2024, Oil & Gas Dev, 9.440
13DEC2024, OGTI, 1355.000
13DEC2024, OGTI, 1391.000
13DEC2024, OGTI, 1375.000
13DEC2024, OLP Financial, -0.490
13DEC2024, OLP Modaraba, 0.480
13DEC2024, Olympia Mills, 0.850
13DEC2024, Orient Rental, 0.280
13DEC2024, Otsuka Pak, 1.600
13DEC2024, 1  Year GIS, 0.150
13DEC2024, 1 Year GIS, 0.200
13DEC2024, 1 Year GIS, 0.150
13DEC2024, 1 Year GIS, 0.150
13DEC2024, 3 Years Fixed Rate, 0.000
13DEC2024, 5 Year Fixed Rate, 0.000
13DEC2024, P05GIS091225, -100.000
13DEC2024, P05GIS290725, -100.000
13DEC2024, P05GIS300425, -100.000
13DEC2024, 5 Year Variable Rate, 1.500
13DEC2024, Pakistan Alumin, 3.540
13DEC2024, Pakistan Alumin, 12.710
13DEC2024, Pakistan Alumin, 3.470
13DEC2024, Pakistan Alumin, 3.430
13DEC2024, Pace (Pak) Ltd., -0.130
13DEC2024, Pace (Pak) Ltd., -0.150
13DEC2024, Pace (Pak) Ltd., -0.150
13DEC2024, Pace (Pak) Ltd., -0.150
13DEC2024, Pak Elektron, 0.630
13DEC2024, Pak Elektron, 0.680
13DEC2024, Pak Elektron, 0.610
13DEC2024, Pak Elektron, 0.590
13DEC2024, Pak Datacom, -1.450
13DEC2024, Pak Leather, 3.140
13DEC2024, Pak Oxygen Ltd., 0.210
13DEC2024, Pak Reinsurance, -0.230
13DEC2024, Pak Reinsurance, 0.040
13DEC2024, Pak Reinsurance, -0.270
13DEC2024, Pak Reinsurance, 0.140
13DEC2024, Pak Tobacco, -17.540
13DEC2024, Pervez Ahmed Co, -0.050
13DEC2024, Paramount Sp, -0.260
13DEC2024, Pakistan Cables-, 16.380
13DEC2024, Pak Engineering, 0.000
13DEC2024, Pak Gulf Leasing, 0.080
13DEC2024, Pak Hotels, -2.540
13DEC2024, PIA Holding Company, -0.250
13DEC2024, PIA Holding Company, -0.230
13DEC2024, PIA Holding Company, -0.280
13DEC2024, PIA Holding Company, -0.460
13DEC2024, PIA Holding CompanyB, -18.750
13DEC2024, Pak Int.Bulk, 0.600
13DEC2024, Pak Int.Bulk, 0.630
13DEC2024, Pak Int.Bulk, 0.610
13DEC2024, Pak Int.Bulk, 0.600
13DEC2024, Pak.Int.Container, 1.850
13DEC2024, PICIC Ins.Ltd., 0.010
13DEC2024, Popular Islamic, 0.000
13DEC2024, Premier Ins., 0.060
13DEC2024, Pioneer Cement, -3.490
13DEC2024, Pioneer Cement, -5.360
13DEC2024, Pioneer Cement, -3.970
13DEC2024, Pioneer Cement, -3.920
13DEC2024, Pak Gen.Ins., -0.250
13DEC2024, Pakgen Power, -2.140
13DEC2024, Packages Ltd., -3.520
13DEC2024, Prud Mod.1st, 0.060
13DEC2024, Philip Morris Pak., -18.560
13DEC2024, Premier Suger, 0.000
13DEC2024, P.N.S.C, -10.120
13DEC2024, Pak Oilfields, -3.870
13DEC2024, Pak Oilfields, -24.860
13DEC2024, Pak Oilfields, -5.010
13DEC2024, Pak Oilfields, 1.000
13DEC2024, Punjab Oil, 0.610
13DEC2024, Power Cement, 0.570
13DEC2024, Power Cement, 0.590
13DEC2024, Power Cement, 0.580
13DEC2024, Power Cement, 0.570
13DEC2024, Power Cem(Pref), 0.380
13DEC2024, Pak Petroleum, 1.520
13DEC2024, Pak Petroleum, 1.790
13DEC2024, Pak Petroleum, 1.270
13DEC2024, Pak Petroleum, 1.990
13DEC2024, Pak Paper Prod, -0.770
13DEC2024, Pak.P.V.C., -0.900
13DEC2024, At-Tahur Ltd., 0.160
13DEC2024, Premium Tex., -9.990
13DEC2024, Pak Refinery, -0.750
13DEC2024, Pak Refinery, -0.770
13DEC2024, Pak Refinery, -0.840
13DEC2024, Pak Refinery, -0.450
13DEC2024, Pak Services, 11.480
13DEC2024, P.S.O., 23.770
13DEC2024, P.S.O., 23.310
13DEC2024, P.S.O., 24.170
13DEC2024, P.S.O., 26.630
13DEC2024, Pak Stock Exchange, 0.060
13DEC2024, Pak Synthetics, 3.450
13DEC2024, P.T.C.L., -0.620
13DEC2024, P.T.C.L., -0.340
13DEC2024, P.T.C.L., -0.690
13DEC2024, P.T.C.L., -0.590
13DEC2024, Panther Tyres Ltd., -1.120
13DEC2024, Quetta Textile, 0.610
13DEC2024, Quice Food, -0.060
13DEC2024, Reliance Cotton, -7.000
13DEC2024, Redco Textile, -0.090
13DEC2024, Reliance Weaving, 3.930
13DEC2024, Reliance Ins., 0.070
13DEC2024, Rafhan Maize, 140.510
13DEC2024, Roshan Packages, -0.100
13DEC2024, Ruby Textile, -0.100
13DEC2024, Rupali Polyester, -1.330
13DEC2024, Saif Textile, -0.100
13DEC2024, Sapphire Tex., -0.010
13DEC2024, Sardar Chemical, -0.700
13DEC2024, Sindh Abadgar, 2.120
13DEC2024, Sazgar Engineering, 6.030
13DEC2024, Sazgar Engineering, 5.290
13DEC2024, Sazgar Engineering, 4.560
13DEC2024, Sazgar Engineering, 4.470
13DEC2024, Samba Bank, 0.050
13DEC2024, St.Chart.Bank, -0.740
13DEC2024, Shield Corp., 17.870
13DEC2024, The Searle Company, -1.320
13DEC2024, The Searle Company, -0.740
13DEC2024, The Searle Company, -1.550
13DEC2024, The Searle Company, -2.280
13DEC2024, Security Paper, 4.490
13DEC2024, Service Ind Tex, 0.120
13DEC2024, Sapphire Fiber, -5.280
13DEC2024, Service Global, 2.100
13DEC2024, S.G.Power, -0.160
13DEC2024, Shadab Textile, 1.150
13DEC2024, Shell Pakistan, -4.000
13DEC2024, Shell Pakistan, -3.250
13DEC2024, Shell Pakistan, -4.540
13DEC2024, Shell Pakistan, -4.480
13DEC2024, Shezan Inter., 4.350
13DEC2024, Shifa Int.Hospital, 12.010
13DEC2024, Shahtaj Sugar, 1.100
13DEC2024, Shaheen Ins., -0.030
13DEC2024, Shahmurad Sugar, -7.860
13DEC2024, Sec. Inv. Bank, -0.120
13DEC2024, Siemens Pak., -14.500
13DEC2024, Silk Bank Ltd, -0.050
13DEC2024, Silk Bank Ltd, -0.050
13DEC2024, Silk Bank Ltd, -0.050
13DEC2024, Silk Bank Ltd, -0.050
13DEC2024, Sindh Modaraba, 0.000
13DEC2024, Sitara Chemical, 2.720
13DEC2024, Sakrand Sugar, 0.000
13DEC2024, Secure Logistics Gro, -0.060
13DEC2024, Sally Textile, -0.610
13DEC2024, Safe Mix Con.Ltd, 0.000
13DEC2024, Shakarganj Limited, 2.440
13DEC2024, Sana Ind., 0.000
13DEC2024, Soneri Bank Ltd, 0.000
13DEC2024, Soneri Bank Ltd, 0.130
13DEC2024, Soneri Bank Ltd, -0.030
13DEC2024, Soneri Bank Ltd, -0.020
13DEC2024, Sui North Gas, -1.840
13DEC2024, Sui North Gas, -1.930
13DEC2024, Sui North Gas, -2.070
13DEC2024, Sui North Gas, -1.810
13DEC2024, Synthetic Products, 4.110
13DEC2024, Sitara Peroxide, -0.100
13DEC2024, Saif Power Ltd, -0.210
13DEC2024, Service Ind.Ltd, 17.850
13DEC2024, Sui South Gas, -0.980
13DEC2024, Sui South Gas, -0.940
13DEC2024, Sui South Gas, -1.080
13DEC2024, Sui South Gas, -1.050
13DEC2024, Saritow Spinning, 0.200
13DEC2024, S.S.Oil, -4.710
13DEC2024, Shabbir Tiles, -0.100
13DEC2024, Shams Textile, 1.220
13DEC2024, Siddiqsons Tin, 0.020
13DEC2024, Stylers Int.Ltd., 0.410
13DEC2024, Suraj Cotton Mills, 0.000
13DEC2024, Sunrays Textile, 2.310
13DEC2024, Symmetry Group Ltd, 1.550
13DEC2024, Symmetry Group Ltd, 1.570
13DEC2024, Symmetry Group Ltd, 1.580
13DEC2024, Symmetry Group Ltd, 1.570
13DEC2024, Systems Limited, -4.080
13DEC2024, Systems Limited, -9.430
13DEC2024, Systems Limited, -5.220
13DEC2024, Systems Limited, -5.160
13DEC2024, Tata Textile, 0.110
13DEC2024, Treet Battery Ltd., -0.870
13DEC2024, Tariq Corp Ltd., 0.050
13DEC2024, Telecard Limited, -0.250
13DEC2024, Telecard Limited, -0.310
13DEC2024, Telecard Limited, -0.280
13DEC2024, Telecard Limited, -0.280
13DEC2024, Tariq Glass Ind., 13.230
13DEC2024, Tariq Glass Ind., 13.330
13DEC2024, Tariq Glass Ind., 13.540
13DEC2024, Tariq Glass Ind., 13.350
13DEC2024, Thal Limited, -14.170
13DEC2024, Thatta Cement, -7.130
13DEC2024, Thal Ind.Corp., 0.000
13DEC2024, The Organic Meat, 1.190
13DEC2024, The Organic Meat, 1.250
13DEC2024, The Organic Meat, 1.180
13DEC2024, The Organic Meat, 1.160
13DEC2024, Towellers Limited, 1.600
13DEC2024, TPL Corp Ltd, -0.170
13DEC2024, TPL Insurance, -0.210
13DEC2024, TPL Properties, -0.620
13DEC2024, TPL Properties, -0.610
13DEC2024, TPL Properties, -0.670
13DEC2024, TPL Properties, -0.660
13DEC2024, TPL REIT Fund I, -0.100
13DEC2024, TPL Trakker Ltd, -0.060
13DEC2024, Treet Corp, 2.200
13DEC2024, Treet Corp, 2.240
13DEC2024, Treet Corp, 2.250
13DEC2024, Treet Corp, 2.220
13DEC2024, TRG Pak Ltd, 0.460
13DEC2024, TRG Pak Ltd, 0.630
13DEC2024, TRG Pak Ltd, 0.390
13DEC2024, TRG Pak Ltd, 0.380
13DEC2024, Tri-Pack Films, 0.050
13DEC2024, Trust Modaraba, -0.080
13DEC2024, Trust Brokerage, 0.550
13DEC2024, Tri-Star Mutual, -0.030
13DEC2024, Tri-Star Power, -0.010
13DEC2024, United Brands, 2.260
13DEC2024, United Bank, -15.620
13DEC2024, United Bank, -11.360
13DEC2024, United Bank, -16.790
13DEC2024, United Bank, -12.500
13DEC2024, UBLPakistanETF, -0.070
13DEC2024, UBLPakistanETF, -0.100
13DEC2024, UBLPakistanETF, -0.110
13DEC2024, UBLPakistanETF, -0.110
13DEC2024, Unicap Modaraba, -0.020
13DEC2024, UDL Int.Ltd., -0.250
13DEC2024, United Distributors, 5.050
13DEC2024, United Insurance, -0.100
13DEC2024, Unity Foods Ltd, -0.630
13DEC2024, Unity Foods Ltd, -0.500
13DEC2024, Unity Foods Ltd, -0.710
13DEC2024, Unity Foods Ltd, -0.700
13DEC2024, Unilever Foods, 162.390
13DEC2024, Universal Ins., -0.590
13DEC2024, Wah-Noble, -1.000
13DEC2024, Waves Corp Ltd., -0.300
13DEC2024, Waves Home App, -0.470
13DEC2024, Waves Corp Ltd., -0.300
13DEC2024, Waves Corp Ltd., -0.330
13DEC2024, Waves Corp Ltd., -0.320
13DEC2024, WorldCall Telecom, 0.000
13DEC2024, WorldCall Telecom, -0.010
13DEC2024, WorldCall Telecom, 0.150
13DEC2024, Yousuf Weaving, -0.070
13DEC2024, Yousuf Weaving, -0.130
13DEC2024, Yousuf Weaving, -0.080
13DEC2024, Yousuf Weaving, -0.080
13DEC2024, ZahidJee Tex., -2.190
13DEC2024, ZIL Limited, -1.810
13DEC2024, Zephyr Textile, -0.160


20241216


16DEC2024, 786 Invest Ltd, 0.020
16DEC2024, Al-Abbas Sugar, 73.220
16DEC2024, Ali Asghar Textile, 0.000
16DEC2024, Allied Bank Ltd, -4.300
16DEC2024, Abbott Lab., 61.070
16DEC2024, Alfalah Consumer, 0.360
16DEC2024, Attock Cement, 5.010
16DEC2024, Adam Sugar, 0.160
16DEC2024, Artistic Denim, 0.100
16DEC2024, Agha Steel Ind., 0.140
16DEC2024, Agha Steel Ind., 0.130
16DEC2024, Agha Steel Ind., 0.130
16DEC2024, Agha Steel Ind., 0.130
16DEC2024, Ask.Gen.Insur., -0.360
16DEC2024, Agriautos Ind., 2.540
16DEC2024, Agritech Limited, -0.380
16DEC2024, Agritech Limited, 0.330
16DEC2024, Agritech Limited, -0.410
16DEC2024, Agritech Limited, -0.410
16DEC2024, AGP Limited, -3.940
16DEC2024, Abdullah Shah, -0.010
16DEC2024, AL-Ghazi Tractors, -9.260
16DEC2024, Arif Habib Corp, -1.670
16DEC2024, Arif Habib Limited., 2.000
16DEC2024, Ahmed Hassan, 0.000
16DEC2024, Adamjee Ins., -1.070
16DEC2024, Adamjee Ins., -1.650
16DEC2024, Adamjee Ins., -1.140
16DEC2024, Adamjee Ins., -1.130
16DEC2024, Air Link Commun, 0.090
16DEC2024, Air Link Commun, -0.620
16DEC2024, Air Link Commun, -0.010
16DEC2024, Askari Bank, -0.470
16DEC2024, Askari Bank, 0.010
16DEC2024, Askari Bank, -0.500
16DEC2024, Askari Bank, -0.500
16DEC2024, AKD Hospitality, 0.990
16DEC2024, AKD Securites, -0.240
16DEC2024, AL-Khair Gadoon, 0.000
16DEC2024, Askari Life Ass, -0.220
16DEC2024, Adamjee Life Assuran, -0.120
16DEC2024, AL-Noor Sugar, 4.860
16DEC2024, Altern Energy, 0.060
16DEC2024, Apna Microfin., 0.000
16DEC2024, Amtex Limited, 0.010
16DEC2024, Azgard Nine, -0.140
16DEC2024, AN Textile Mill, -0.530
16DEC2024, Attock Petroleum, 11.780
16DEC2024, Arctic Textile, 0.000
16DEC2024, Arpak Int., -5.230
16DEC2024, Archroma Pak, -6.330
16DEC2024, Aruj Industries, -0.110
16DEC2024, Al-Shaheer Corp, 0.000
16DEC2024, Al-Shaheer Corp, 0.080
16DEC2024, Ashfaq Textile, -0.460
16DEC2024, Asia Insurance, -1.630
16DEC2024, Aisha Steel Mill, 0.170
16DEC2024, Aisha Steel Mill, 0.140
16DEC2024, Aisha Steel Mill, 0.170
16DEC2024, Aisha Steel Mill, 0.170
16DEC2024, Amreli Steels, 1.490
16DEC2024, Asim Textile, -0.460
16DEC2024, Atlas Battery, -0.950
16DEC2024, Atlas Ins. Ltd, 0.370
16DEC2024, Atlas Honda Ltd, 2.690
16DEC2024, Attock Refinery, 65.520
16DEC2024, Attock Refinery, 65.910
16DEC2024, Attock Refinery, 67.690
16DEC2024, Attock Refinery, 65.000
16DEC2024, Avanceon Ltd, 0.790
16DEC2024, Avanceon Ltd, 0.760
16DEC2024, Avanceon Ltd, 0.790
16DEC2024, Avanceon Ltd, 0.780
16DEC2024, Bank Al-Falah, -0.170
16DEC2024, Bank Al-Falah, -0.470
16DEC2024, Bank Al-Falah, -0.220
16DEC2024, Bank Al-Falah, -0.210
16DEC2024, Baba Farid, 0.000
16DEC2024, Bank AL-Habib, -1.230
16DEC2024, Bank AL-Habib, -0.800
16DEC2024, Bank AL-Habib, -1.340
16DEC2024, Bank AL-Habib, -1.000
16DEC2024, Bawany Air Pro(DEF.), 3.420
16DEC2024, Bata (Pak) Ltd., 1.850
16DEC2024, Big Bird Foods Ltd., 0.990
16DEC2024, Bolan Casting, -1.850
16DEC2024, Beco Steel Ltd, 0.110
16DEC2024, Bela Automotive, -4.320
16DEC2024, Berger Paints, -2.400
16DEC2024, BF Biosciences, -9.790
16DEC2024, B.F.Modaraba, 0.280
16DEC2024, Bal.Glass, -0.320
16DEC2024, Bhanero Tex., 0.000
16DEC2024, Biafo Industries, 19.040
16DEC2024, Bilal Fibres, 0.170
16DEC2024, Bankislami Pak, -0.490
16DEC2024, Bankislami Pak, -0.510
16DEC2024, Bankislami Pak, -0.520
16DEC2024, Bankislami Pak, -0.510
16DEC2024, BKTI, -316.000
16DEC2024, BKTI, -323.000
16DEC2024, BKTI, -320.000
16DEC2024, Bank Makramah, -0.050
16DEC2024, Bunnys Limited, 0.050
16DEC2024, Bannu Woollen, -0.210
16DEC2024, Bank Of Khyber, -0.620
16DEC2024, B.O.Punjab, -0.320
16DEC2024, B.O.Punjab, -0.300
16DEC2024, B.O.Punjab, -0.310
16DEC2024, B.O.Punjab, -0.520
16DEC2024, Burshane LPG, 0.430
16DEC2024, B.R.R Guardia Ltd, 0.040
16DEC2024, Blessed Tex., 9.880
16DEC2024, Buxly Paints, -0.850
16DEC2024, Bestway Cement, -3.500
16DEC2024, Bal.Wheels, 11.250
16DEC2024, Calcorp Limited, 0.930
16DEC2024, Crescent Cotton, -6.010
16DEC2024, Century Ins., -0.410
16DEC2024, Century Paper, 0.430
16DEC2024, Century Paper, 0.200
16DEC2024, Century Paper, 0.430
16DEC2024, Century Paper, 0.430
16DEC2024, Chashma Sugar, 1.400
16DEC2024, Chenab Limited, -0.100
16DEC2024, Cherat Cement, -2.470
16DEC2024, Cherat Cement, 2.490
16DEC2024, Cherat Cement, -2.720
16DEC2024, Cherat Cement, -2.680
16DEC2024, Chenab Ltd.(Pre, -0.020
16DEC2024, Clover Pakistan, -0.980
16DEC2024, Cordoba Logist, 0.000
16DEC2024, Cnergyico PK, 0.110
16DEC2024, Cnergyico PK, 0.110
16DEC2024, Cnergyico PK, 0.110
16DEC2024, Cnergyico PK, 0.110
16DEC2024, Colgate Palm, -13.600
16DEC2024, Citi Pharma Ltd, 1.780
16DEC2024, Citi Pharma Ltd, 1.320
16DEC2024, Citi Pharma Ltd, 1.820
16DEC2024, Citi Pharma Ltd, 1.780
16DEC2024, Cherat Packg, 0.340
16DEC2024, Crescent Tex., -0.320
16DEC2024, Crescent Steel, 2.480
16DEC2024, Cres.Star Ins., 0.000
16DEC2024, Colony Tex.Mills Ltd, -0.070
16DEC2024, Chakwal Spinning, -3.030
16DEC2024, Cyan Limited, 3.170
16DEC2024, Data Agro, 10.460
16DEC2024, Dadex Eternit, 1.990
16DEC2024, Dawood Hercules, -1.190
16DEC2024, Dadabhoy Cement, 1.000
16DEC2024, Dewan Cement, -0.020
16DEC2024, Dewan Cement, -0.010
16DEC2024, Dewan Cement, -0.030
16DEC2024, Dewan Cement, -0.030
16DEC2024, Dolmen City, -0.410
16DEC2024, Dolmen City, -0.430
16DEC2024, Dolmen City, -0.440
16DEC2024, Dolmen City, -0.430
16DEC2024, Dawood Equities, 0.530
16DEC2024, Dewan Motors, 0.370
16DEC2024, Dewan Motors, 0.440
16DEC2024, Dewan Motors, 0.360
16DEC2024, Dewan Motors, 0.350
16DEC2024, Dewan Farooque Sp., -0.220
16DEC2024, D.G.K.Cement, 3.830
16DEC2024, D.G.K.Cement, 3.260
16DEC2024, D.G.K.Cement, 3.920
16DEC2024, D.G.K.Cement, 0.500
16DEC2024, Diamond Ind., -0.010
16DEC2024, Din Textile, -1.960
16DEC2024, Dawood Law, -16.150
16DEC2024, Dandot Cement, -0.200
16DEC2024, Descon Oxychem, 2.400
16DEC2024, D.S. Ind. Ltd., -0.020
16DEC2024, Dost Steels Ltd., -0.090
16DEC2024, Dewan Auto Engg, -0.210
16DEC2024, Dewan Sugar, -0.190
16DEC2024, Dewan Textile, -0.270
16DEC2024, Dynea Pakistan, 4.380
16DEC2024, ECOPACK Ltd, 2.100
16DEC2024, Engro Fertertilizers, -0.130
16DEC2024, Engro Fertertilizers, 2.830
16DEC2024, Engro Fertertilizers, -0.240
16DEC2024, Engro Fertertilizers, -0.240
16DEC2024, EFU General, 0.220
16DEC2024, EFU Life Assurance, 0.000
16DEC2024, Elahi Cotton, -8.580
16DEC2024, Ellcot Spinning, 0.000
16DEC2024, EMCO Industries, -1.020
16DEC2024, Engro Corporation, -5.490
16DEC2024, Engro Corporation, -6.250
16DEC2024, Engro Corporation, -5.930
16DEC2024, Engro Corporation, -5.840
16DEC2024, Engro Polymer, -0.220
16DEC2024, Engro Polymer, -0.250
16DEC2024, Engro Polymer, -0.250
16DEC2024, Engro Polymer, -0.240
16DEC2024, Engro Poly (Pref), 0.100
16DEC2024, Engro Powergen, -0.080
16DEC2024, Escorts Bank, -0.080
16DEC2024, East West Insurance, 2.000
16DEC2024, East West Ins.(R), 0.000
16DEC2024, Exide (PAK), 6.090
16DEC2024, Faysal Bank, -0.110
16DEC2024, Faysal Bank, -0.390
16DEC2024, Faysal Bank, -0.140
16DEC2024, Faysal Bank, -0.140
16DEC2024, AL-Noor Mod, 0.000
16DEC2024, Faisal Spinning, 7.990
16DEC2024, Fatima Fert, -0.200
16DEC2024, Fatima Fert, -0.470
16DEC2024, Fatima Fert, -0.250
16DEC2024, Fatima Fert, -0.250
16DEC2024, Fauji Cement, 0.440
16DEC2024, Fauji Cement, 0.310
16DEC2024, Fauji Cement, 0.430
16DEC2024, Fauji Cement, 1.500
16DEC2024, First Cap.Equit, 0.920
16DEC2024, Frieslandcampina, -1.160
16DEC2024, Frieslandcampina, -1.270
16DEC2024, Frieslandcampina, -1.250
16DEC2024, Frieslandcampina, -1.240
16DEC2024, F.Credit & Inv, -0.490
16DEC2024, Fast Cables Ltd., -0.410
16DEC2024, Ist.Capital Sec, 0.080
16DEC2024, First Dawood Prop, 0.030
16DEC2024, Elite Cap.Mod, 0.000
16DEC2024, Fecto Cement, 1.010
16DEC2024, Equity Modaraba, -0.160
16DEC2024, Ferozsons (Lab), 5.700
16DEC2024, Ferozsons (Lab), 5.550
16DEC2024, Ferozsons (Lab), 5.740
16DEC2024, Ferozsons (Lab), 5.650
16DEC2024, Fauji Fert Bin, 2.850
16DEC2024, Fauji Fert Bin, 2.510
16DEC2024, Fauji Fert Bin, 2.800
16DEC2024, Fauji Fert Bin, 2.800
16DEC2024, Fauji Fert, 20.700
